"","Player","GamesPlayed","Goals","Assists","Points","PointShare","Shots","ShootPerc","FirstYear","LastYear"
"375","Brandon Montour",189,19,54,73,14.5,391,4.66666666666667,2017,2019
"376","Brandon Nolan",82,40,47,87,11.4,274,15.4,2008,2008
"377","Brandon Pirri",445,106,98,204,25.3,820,12.6222222222222,2011,2019
"378","Brandon Prust",558,55,100,155,12.8,566,9.16666666666667,2007,2016
"379","Brandon Reid",152,41,54,92,9.9,421,9.66666666666667,2003,2007
"380","Brandon Saad",610,168,197,364,42.1,1494,11.3625,2012,2019
"381","Brandon Segal",225,50,73,117,13.2,442,9.38,2009,2013
"382","Brandon Smith",250,15,59,74,13.2,313,5.075,1999,2003
"383","Brandon Sutter",733,141,136,276,25.7,1336,10.1727272727273,2009,2019
"384","Brandon Tanev",274,49,74,124,12.3,511,8.65,2016,2019
"385","Brandon Yip",204,32,29,61,5,290,11.6,2010,2014
"386","Branislav Mezei",331,7,30,37,7.3,201,2.41428571428571,2001,2008
"387","Branko Radivojevic",514,85,96,180,14.2,765,9.84285714285714,2002,2008
"388","Brantt Myhres",114,8,11,18,1.5,84,8.625,1999,2003
"389","Brayden Irwin",23,5,3,8,0.7,40,13.2,2010,2010
"390","Brayden McNabb",412,16,71,87,22.6,428,3.42857142857143,2012,2019
"391","Brayden Point",229,91,107,198,23.6,530,17,2017,2019
"392","Brayden Schenn",678,168,240,408,43.1,1369,11.75,2010,2019
"393","Braydon Coburn",996,64,212,276,56.9,1482,3.95,2006,2019
"394","Brendan Bell",270,16,62,78,12.6,328,3.92,2006,2012
"395","Brendan Gallagher",488,151,140,291,37.2,1522,9.94285714285714,2013,2019
"396","Brendan Gaunce",256,49,75,124,13,464,7.775,2016,2019
"397","Brendan Guhle",230,25,69,95,15.3,382,5.43333333333333,2017,2019
"398","Brendan Leipsic",187,30,45,74,6.5,303,9.5,2016,2019
"399","Brendan Lemieux",145,36,27,64,7.7,262,14.9,2018,2019
"400","Brendan Mikkelson",181,3,20,24,4.4,164,1.12,2009,2013
"401","Brendan Morrison",1004,215,436,651,63.2,1715,12.3928571428571,1999,2012
"402","Brendan Perlini",199,45,27,72,7,338,13.4666666666667,2017,2019
"403","Brendan Ranford",40,7,9,15,1.5,94,8.5,2015,2015
"404","Brendan Shanahan*",818,309,354,663,82.6,2745,11,1999,2009
"405","Brendan Shinnimin",38,8,6,14,1.3,42,20.5,2015,2015
"406","Brendan Smith",457,28,74,102,20.4,581,4.3125,2012,2019
"407","Brendan Witt",781,20,85,105,23.2,756,3.08333333333333,1999,2010
"408","Brendan Woods",149,36,42,79,7.1,395,11.8,2015,2016
"409","Brenden Dillon",549,22,81,103,21.9,614,3.9125,2012,2019
"410","Brenden Morrow",1126,289,342,631,71,1946,15.41875,2000,2015
"411","Brendon Nash",80,6,30,38,6.9,106,6.4,2011,2011
"412","Brent Burns",1080,200,456,656,110,2917,6.53125,2004,2019
"413","Brent Fedyk",67,4,6,10,-0.1,47,8.5,1999,1999
"414","Brent Gilchrist",246,30,42,73,3.9,381,6.72,1999,2003
"415","Brent Peterson",78,12,9,21,1.1,95,12.7,1999,1999
"416","Brent Regner",22,3,5,8,1.4,46,7,2016,2016
"417","Brent Seabrook",1082,100,360,460,87.3,1956,5.35714285714286,2006,2019
"418","Brent Severyn",30,1,2,3,0.1,22,4.5,1999,1999
"419","Brent Sopel",869,60,229,287,51.6,1281,4.66923076923077,1999,2011
"420","Bret Hedican",736,42,161,202,39.6,889,4.58181818181818,1999,2009
"421","Brett Bellemore",162,6,19,25,7.3,144,4.83333333333333,2013,2015
"422","Brett Bulmer",213,36,50,88,8.4,411,8.93333333333333,2012,2016
"423","Brett Carson",245,18,64,82,16,271,5.34,2009,2013
"424","Brett Clark",816,53,164,216,37.8,986,4.96153846153846,1999,2013
"425","Brett Connolly",500,95,97,193,21.9,760,13.225,2012,2019
"426","Brett Festerling",219,9,25,34,8.5,194,2.9,2009,2012
"427","Brett Gallant",82,36,44,81,9.8,257,15.7,2014,2014
"428","Brett Harkins",25,2,12,14,1.1,9,22.2,2002,2002
"429","Brett Hauer",157,11,19,30,6.1,186,5,2000,2002
"430","Brett Howden",66,6,17,23,0.7,74,8.1,2019,2019
"431","Brett Hull*",501,190,221,411,49.7,1376,13.1,1999,2006
"432","Brett Kulak",255,17,41,58,13.5,324,4.44,2015,2019
"433","Brett Lebda",397,20,56,76,17,467,4.2,2006,2012
"434","Brett Lernout",185,13,57,68,11.2,270,4.43333333333333,2016,2018
"435","Brett Lysak",72,31,52,81,9.3,189,18.6,2004,2004
"436","Brett Maclean",143,43,37,81,11.4,338,12.9,2011,2012
"437","Brett McLean",478,59,115,175,12.4,702,7,2003,2009
"438","Brett Pesce",289,16,68,84,21.4,380,4.25,2016,2019
"439","Brett Ritchie",302,46,46,90,8.2,554,7.94,2015,2019
"440","Brett Seney",51,5,8,13,0.6,49,10.2,2019,2019
"441","Brett Skinner",82,12,34,45,8.4,152,7.4,2009,2009
"442","Brett Sterling",236,42,39,80,8.9,377,10.65,2008,2012
"443","Brett Sutter",444,54,96,152,11.9,709,6.57142857142857,2009,2015
"444","Brian Bellows",76,17,19,36,3.5,166,10.2,1999,1999
"445","Brian Bonin",134,43,40,84,10,347,12.45,1999,2001
"446","Brian Boyle",840,141,131,270,23.8,1508,9.08333333333333,2008,2019
"447","Brian Campbell",1237,97,462,558,101,1672,6.16666666666667,2000,2017
"448","Brian Dumoulin",366,10,72,82,15.7,423,2.4,2014,2019
"449","Brian Fahey",73,2,21,24,5.1,93,2.1,2011,2011
"450","Brian Ferlin",60,14,18,34,5,103,13.9,2015,2015
"451","Brian Flynn",275,27,34,61,3.7,353,8.5,2013,2017
"452","Brian Gibbons",189,25,42,67,6.3,172,12.475,2014,2019
"453","Brian Gionta",1087,297,310,607,68.5,2820,9.60588235294118,2002,2018
"454","Brian Holzinger",403,61,106,167,12.5,575,9.7,1999,2004
"455","Brian Lashoff",341,16,53,69,11.3,368,3.55,2013,2019
"456","Brian Lee",279,8,51,59,9.2,229,3.38333333333333,2008,2013
"457","Brian Leetch*",552,100,258,359,54.5,1380,7.1375,1999,2006
"458","Brian McGrattan",439,24,38,62,4.3,377,5.32222222222222,2006,2015
"459","Brian Noonan",73,5,8,13,0.6,76,6.3,1999,1999
"460","Brian O'Neill",22,0,2,2,-0.2,14,0,2016,2016
"461","Brian Pothier",554,48,141,190,34.2,864,5.83,2001,2010
"462","Brian Rafalski",881,79,439,518,98.6,1566,4.71666666666667,2000,2011
"463","Brian Rolston",1067,294,361,655,70.1,3246,8.81428571428571,1999,2012
"464","Brian Salcido",32,2,2,4,0.4,29,7.5,2009,2009
"465","Brian Savage",488,111,109,221,19.6,964,11.2125,1999,2006
"466","Brian Skrudland",62,5,3,8,0.7,49,9.2,1999,2000
"467","Brian Strait",431,22,74,95,16.3,504,3.7,2011,2017
"468","Brian Sutherby",523,50,70,120,7,547,8.36,2002,2011
"469","Brian Swanson",209,18,36,53,2.3,292,5.775,2001,2004
"470","Brian Wesenberg",28,4,3,7,-0.1,31,12,1999,1999
"471","Brian White",42,3,2,5,1.3,45,7.7,1999,1999
"472","Brian Willsie",708,119,148,266,19.8,1194,9.42727272727273,2000,2011
"473","Brock Boeser",200,71,73,143,16.7,480,16.9333333333333,2017,2019
"474","Brock McGinn",240,36,40,76,5.7,381,9.925,2016,2019
"475","Brock Nelson",480,124,117,241,26.4,979,12.6833333333333,2014,2019
"476","Brock Trotter",60,9,10,19,1.7,67,15.6,2010,2010
"477","Brodie Dupont",39,2,8,10,1.8,32,7.3,2011,2011
"478","Brody Sutter",102,11,17,29,2.4,113,9.75,2015,2016
"479","Brogan Rafferty",79,6,28,35,5.8,102,5.6,2019,2019
"480","Brooks Laich",891,152,220,372,32.2,1642,9.48461538461538,2004,2018
"481","Brooks Orpik",1116,21,183,204,45.6,821,2.88823529411765,2003,2019
"482","Bruce Gardiner",247,15,33,48,1.4,200,7.175,1999,2002
"483","Bruno Gervais",418,16,71,87,11.5,441,4.2625,2006,2013
"484","Bruno St. Jacques",158,5,24,29,4.3,129,3.675,2002,2006
"485","Bryan Adams",84,5,12,17,0.5,105,3.1,2000,2001
"486","Bryan Allen",963,42,147,189,40.5,924,4.5,2001,2015
"487","Bryan Berard",576,60,193,254,36.8,1100,5.53333333333333,1999,2008
"488","Bryan Bickell",660,120,143,266,27.2,1100,9.84,2007,2017
"489","Bryan Helmer",393,26,85,110,24.8,529,5.3,1999,2009
"490","Bryan Lerg",160,32,59,90,9.5,289,11.05,2015,2016
"491","Bryan Little",836,215,301,516,51.9,1636,12.775,2008,2019
"492","Bryan Marchment",523,16,64,80,23.7,443,3.5875,1999,2006
"493","Bryan McCabe",966,128,349,479,86.9,1910,6.4,1999,2011
"494","Bryan Muir",411,31,75,106,20.1,611,4.675,1999,2007
"495","Bryan Rodney",221,22,67,89,15.4,364,5.35,2009,2012
"496","Bryan Rust",310,59,73,132,13.2,514,10.9,2015,2019
"497","Bryan Smolinski",775,186,272,458,46.4,1744,10.65,1999,2008
"498","Bryan Young",102,3,19,22,3.8,106,1.8,2007,2008
"499","Bryce Lampman",203,20,44,64,12,258,5.16666666666667,2004,2007
"500","Bryce Salvador",912,31,104,136,39.8,677,4.61428571428571,2001,2015
"501","Bryce Van Brabant",82,17,18,35,3.2,161,9.7,2014,2014
"502","Bubba Berenzweig",159,15,31,44,7.9,193,7.975,2000,2003
"503","Bud Holloway",82,20,17,37,3.7,137,13.9,2016,2016
"504","Buddy Robinson",143,45,52,98,12.5,368,10.5,2016,2017
"505","Burke Henry",102,12,41,53,10.6,218,5.75,2003,2004
"506","Byron Bitz",169,34,51,86,9.1,294,11.1666666666667,2009,2012
"507","Byron Froese",165,10,23,33,2.5,168,6.4,2016,2018
"508","Byron Ritchie",439,40,48,87,3.2,468,7.83333333333333,1999,2008
"509","Cade Fairchild",50,3,12,15,2.9,64,4.5,2012,2012
"510","Cal Clutterbuck",823,119,113,232,17.4,1430,8.28333333333333,2008,2019
"511","Cal O'Reilly",353,50,119,167,14.1,571,9.21428571428571,2009,2018
"512","Cale Hulse",538,15,74,89,17.1,631,2.0375,1999,2006
"513","Caleb Jones",25,4,4,8,0.7,31,13.6,2019,2019
"514","Calle Jarnkrok",459,74,103,178,16.1,719,10.4833333333333,2014,2019
"515","Calle Johansson",426,30,104,134,28.1,624,4.38333333333333,1999,2004
"516","Calle Rosen",136,9,23,32,5.7,162,5.7,2018,2019
"517","Calvin de Haan",449,26,106,132,25.8,686,3.3,2012,2019
"518","Cam Atkinson",527,186,156,342,43.1,1577,11.425,2012,2019
"519","Cam Barker",389,28,91,120,18.2,512,5.1875,2006,2013
"520","Cam Fowler",620,58,214,272,44.9,992,5.64444444444444,2011,2019
"521","Cam Janssen",436,13,17,30,-2.4,247,6.43333333333333,2006,2014
"522","Cam Paddock",82,28,28,57,6.3,243,12.1,2009,2009
"523","Cam Russell",42,1,2,3,0.4,15,6.7,1999,1999
"524","Cam Severson",170,42,56,97,9.2,337,12.2333333333333,2003,2006
"525","Cam Stewart",119,13,16,29,2.2,113,11.95,2000,2001
"526","Cameron Gaunce",187,13,32,45,8.3,262,4.525,2011,2019
"527","Cameron Mann",161,21,20,41,3.6,194,10.875,1999,2003
"528","Cameron Schilling",216,11,37,47,11,235,4.675,2013,2019
"529","Carl Corazzini",106,26,27,53,5.4,187,14.15,2004,2007
"530","Carl Dahlstrom",111,2,12,15,3.5,89,2.25,2018,2019
"531","Carl Grundstrom",78,31,33,63,7.4,256,12.2,2019,2019
"532","Carl Gunnarsson",581,28,101,129,30.4,496,5.93,2010,2019
"533","Carl Hagelin",546,93,148,241,26,1166,7.8625,2012,2019
"534","Carl Klingberg",260,56,70,130,14.8,494,9.725,2011,2015
"535","Carl Sneep",81,7,31,38,7.9,119,6.1,2012,2012
"536","Carl Soderberg",510,93,169,261,23.8,974,9.77142857142857,2013,2019
"537","Carlo Colaiacovo",583,43,136,179,32.4,638,6.06153846153846,2003,2016
"538","Carsen Germyn",157,30,45,75,8,259,11.7,2006,2007
"539","Carson McMillan",223,41,34,75,8.9,384,12.3333333333333,2011,2014
"540","Carson Soucy",27,6,6,12,1.4,36,15.4,2018,2018
"541","Carter Ashton",172,22,25,48,3.4,272,5.6,2012,2015
"542","Carter Bancks",30,6,6,11,1,40,16.3,2013,2013
"543","Carter Camper",48,5,2,7,0.1,79,6.5,2012,2012
"544","Carter Rowney",133,12,20,32,1.7,98,11.7333333333333,2017,2019
"545","Casey Bailey",118,11,12,24,1,155,7.5,2015,2017
"546","Casey Borer",186,4,32,37,7,167,1.43333333333333,2008,2010
"547","Casey Cizikas",496,67,92,159,14.3,597,10.9875,2012,2019
"548","Casey Hankinson",205,46,75,122,13.7,376,12.3333333333333,2001,2004
"549","Casey Mittelstadt",154,18,24,43,2.1,223,8.05,2018,2019
"550","Casey Nelson",169,10,23,33,5.6,217,4.05,2016,2019
"551","Casey Wellman",277,44,58,102,8.9,454,9.575,2010,2014
"552","Cedric Paquette",350,46,38,84,6.1,398,11.8166666666667,2014,2019
"553","Chad Billins",78,8,16,23,3.4,105,6.7,2014,2014
"554","Chad Kilger",656,122,115,240,21.2,943,12.72,1999,2008
"555","Chad Kolarik",118,15,18,33,3.2,191,8.55,2010,2011
"556","Chad Larose",508,85,95,180,14.8,1022,7.275,2006,2013
"557","Chad Rau",69,5,9,14,0.4,74,6.1,2012,2012
"558","Chad Ruhwedel",306,20,58,78,14.8,403,3.9,2013,2019
"559","Chad Wiseman",215,24,35,59,4.5,271,9.26666666666667,2003,2006
"560","Chandler Stephenson",214,18,32,49,3,180,10.675,2016,2019
"561","Charles Hudon",226,42,52,91,8.3,483,8.3,2016,2019
"562","Charles Linglet",77,14,24,38,3.3,98,15.1,2010,2010
"563","Charlie Coyle",500,93,155,248,24.9,876,11.0714285714286,2013,2019
"564","Charlie McAvoy",117,14,46,60,12.5,156,9,2018,2019
"565","Charlie Stephens",103,12,19,31,2.9,167,11.15,2003,2004
"566","Chase Balisy",59,7,12,18,1.6,92,6.9,2018,2018
"567","Chase De Leo",106,24,32,56,6.6,184,12.6,2016,2019
"568","Chay Genoway",38,0,8,8,1.1,45,0,2012,2012
"569","Chris Allen",39,1,3,4,0.4,36,2.9,1999,1999
"570","Chris Armstrong",110,6,24,30,4,160,3.45,2001,2004
"571","Chris Bala",29,0,0,0,-0.6,3,0,2002,2002
"572","Chris Bigras",109,4,24,29,4.9,108,4.2,2016,2018
"573","Chris Bourque",204,48,54,103,11.4,316,13,2008,2013
"574","Chris Brown",253,39,47,87,6.7,353,9.175,2013,2016
"575","Chris Butler",528,19,89,107,21.8,517,3.20909090909091,2009,2019
"576","Chris Campoli",440,35,111,146,24.8,521,6.11428571428571,2006,2012
"577","Chris Chelios*",764,29,171,201,50.1,1026,2.125,1999,2010
"578","Chris Clark",684,106,119,225,15.7,1116,8.39166666666667,2000,2011
"579","Chris Conner",460,92,107,200,21.4,708,11.1,2007,2015
"580","Chris Corrinet",65,4,11,15,0.8,50,9.4,2002,2002
"581","Chris Dingman",375,15,25,40,-2.1,310,4.3625,1999,2006
"582","Chris Drury",969,269,368,637,66,2251,11.5461538461538,1999,2011
"583","Chris Durno",122,31,28,59,6.8,243,13.7,2009,2010
"584","Chris Ferraro",184,28,25,54,4.1,266,10.9666666666667,1999,2002
"585","Chris Gratton",796,142,228,370,30.2,1541,8.88181818181818,1999,2009
"586","Chris Hajt",111,10,13,23,3.3,169,4.6,2001,2004
"587","Chris Herperger",220,22,33,56,3.9,262,9.775,2000,2003
"588","Chris Higgins",776,177,187,364,34.9,1825,9.65,2004,2016
"589","Chris Joseph",172,17,48,64,9.2,355,3.43333333333333,1999,2001
"590","Chris Kelleher",32,1,15,16,2.5,55,2.3,2002,2002
"591","Chris Kelly",957,140,195,337,28.1,1382,10.3071428571429,2004,2018
"592","Chris Kenady",33,1,2,3,-0.8,30,3.6,2000,2000
"593","Chris Kreider",460,133,138,271,33.8,1017,12.6714285714286,2013,2019
"594","Chris Kunitz",1057,270,353,622,73.2,2165,11.6375,2004,2019
"595","Chris McAllister",265,3,15,18,2.3,121,1.95,1999,2004
"596","Chris McAlpine",196,3,14,17,4.5,206,1.54,1999,2003
"597","Chris Minard",193,65,65,131,14.9,527,10.4666666666667,2008,2010
"598","Chris Mueller",335,56,72,127,11,560,10.5,2011,2015
"599","Chris Murray",74,3,7,10,0.3,62,5.35,1999,2000
"600","Chris Neil",1079,119,152,271,19,1340,9.11875,2002,2017
"601","Chris Nielsen",52,6,8,14,1.4,64,9.1,2001,2002
"602","Chris O'Sullivan",145,12,46,59,10.9,202,4.76666666666667,1999,2003
"603","Chris Phillips",1189,68,220,290,64.6,1395,4.63529411764706,1999,2015
"604","Chris Porter",258,16,18,34,0.5,283,5.05714285714286,2009,2016
"605","Chris Pronger*",1014,128,490,620,121,2123,5.72142857142857,1999,2012
"606","Chris Schmidt",82,8,12,20,1.5,93,8.3,2003,2003
"607","Chris Simon",621,117,120,237,24.8,974,11.54,1999,2008
"608","Chris Stewart",652,160,161,321,35.9,1237,13.23,2009,2018
"609","Chris Summers",305,13,54,69,16.4,348,3.33333333333333,2011,2016
"610","Chris Tamer",402,13,43,56,7.8,358,3.53333333333333,1999,2004
"611","Chris Tanev",445,20,78,98,26,331,5.33333333333333,2011,2019
"612","Chris Taylor",308,40,64,103,8.3,435,9.06,1999,2004
"613","Chris Terry",334,82,75,158,18.6,653,12.18,2013,2017
"614","Chris Therien",533,16,68,84,25.5,646,2.35,1999,2006
"615","Chris Thorburn",943,114,134,244,19.7,1123,8.89285714285714,2006,2019
"616","Chris Tierney",365,50,102,152,11.1,468,10.84,2015,2019
"617","Chris VandeVelde",514,68,130,198,15.4,663,9.34285714285714,2011,2017
"618","Chris Wagner",267,33,25,58,3.8,363,9.6,2015,2019
"619","Chris Wells",117,30,56,85,9.2,239,12.9,1999,2000
"620","Chris Wideman",243,17,43,61,11.5,344,5.375,2016,2019
"621","Christian Backman",420,31,73,104,25.8,480,5.98571428571429,2003,2009
"622","Christian Berglund",94,12,14,26,2.1,137,8.86666666666667,2002,2004
"623","Christian Djoos",108,4,20,24,5.3,93,4,2018,2019
"624","Christian Dube",80,33,29,61,7.1,167,22.6,1999,1999
"625","Christian Dvorak",240,42,65,107,9.7,423,11,2017,2019
"626","Christian Ehrhoff",865,84,285,369,73.4,1692,4.47692307692308,2004,2016
"627","Christian Fischer",232,38,56,93,7.4,451,8.76666666666667,2017,2019
"628","Christian Folin",298,12,40,53,11.7,276,3.61666666666667,2014,2019
"629","Christian Hanson",146,28,29,55,4.7,298,6.33333333333333,2009,2011
"630","Christian Jaros",114,3,17,20,1.8,132,2.2,2018,2019
"631","Christian Laflamme",357,5,43,48,8.6,254,1.5,1999,2004
"632","Christian Matte",173,39,61,100,11.7,387,9.6,1999,2001
"633","Christian Thomas",261,48,72,119,11.2,480,9.15,2013,2016
"634","Christian Wolanin",103,7,24,31,5.7,114,7.55,2018,2019
"635","Christoffer Ehn",60,3,6,9,-0.1,49,6.1,2019,2019
"636","Christoph Bertschy",221,47,65,111,10.9,403,11.4666666666667,2016,2018
"637","Christoph Brandner",35,4,5,9,0.7,50,8,2004,2004
"638","Christoph Schubert",315,25,47,72,12.9,436,5.52,2006,2010
"639","Christopher Breen",56,4,8,11,1,69,5.7,2014,2014
"640","Christopher Didomenico",102,12,15,27,1.8,111,16.45,2017,2018
"641","Chuck Kobasew",680,119,114,233,21.6,996,11.3583333333333,2003,2014
"642","Clark Bishop",44,11,8,19,2.2,70,16.4,2019,2019
"643","Clarke MacArthur",679,145,190,337,34.4,1156,11.9636363636364,2007,2017
"644","Clarke Wilm",525,60,124,179,11.8,659,8.18571428571429,1999,2006
"645","Claude Giroux",893,246,549,795,84.3,2223,11.25,2008,2019
"646","Claude Lapointe",440,60,85,145,8.2,544,12.0333333333333,1999,2004
"647","Claude Lemieux",423,93,110,203,17.1,1019,9.68333333333333,1999,2009
"648","Clay Wilson",350,24,64,88,14.4,436,4.8,2008,2012
"649","Clayton Keller",233,42,87,129,11.6,496,8.06666666666667,2017,2019
"650","Clayton Stoner",430,8,46,54,15.2,357,2.5625,2010,2017
"651","Cliff Ronning",442,110,200,310,32.2,1167,10.35,1999,2004
"652","Cody Almond",128,14,31,45,4,192,6.86666666666667,2010,2012
"653","Cody Bass",403,56,62,121,11.2,585,10.2428571428571,2008,2017
"654","Cody Ceci",440,32,86,118,18.7,746,4.38333333333333,2014,2019
"655","Cody Eakin",537,98,124,222,19.8,842,11.375,2012,2019
"656","Cody Franson",550,43,169,212,36.9,859,4.94444444444444,2010,2018
"657","Cody Goloubef",280,3,64,67,12.6,250,0.742857142857143,2012,2019
"658","Cody Hodgson",400,86,117,207,21.2,807,10.1,2011,2016
"659","Cody Kunyk",35,2,6,8,0.5,38,4.9,2014,2014
"660","Cody McCormick",591,77,102,175,13.9,843,6.98181818181818,2004,2015
"661","Cody McLeod",776,72,55,127,5.9,840,8.41666666666667,2008,2019
"662","Colby Armstrong",476,89,120,209,18.2,702,11.7125,2006,2013
"663","Colby Cave",132,14,19,33,2.2,199,6.45,2018,2019
"664","Colby Cohen",51,2,6,8,1.8,44,4.9,2011,2011
"665","Colby Robak",214,18,75,93,17.3,337,6.25,2012,2015
"666","Cole Jarrett",60,3,11,14,2.5,45,6.3,2006,2006
"667","Cole Schneider",162,53,54,105,13.1,359,14.5,2016,2017
"668","Colin Blackwell",82,22,20,42,5.3,200,11.9,2019,2019
"669","Colin Forbes",428,44,77,120,8.1,611,6.62857142857143,1999,2006
"670","Colin Fraser",574,50,95,144,9.6,709,6.55555555555556,2007,2015
"671","Colin Greening",286,45,57,102,8.3,526,8.33333333333333,2011,2016
"672","Colin Hemingway",68,7,11,18,1.2,101,7.5,2006,2006
"673","Colin McDonald",409,40,71,112,6.4,559,6.17142857142857,2010,2017
"674","Colin Miller",250,22,77,99,16.4,452,5.025,2016,2019
"675","Colin Smith",33,8,13,20,2.2,72,11.1,2015,2015
"676","Colin Stuart",265,43,47,90,7.9,463,8.775,2008,2012
"677","Colin White",984,52,166,217,49.4,996,4.64375,2000,2019
"678","Colin Wilson",623,113,169,282,29.1,983,12.68,2010,2019
"679","Colten Teubert",24,0,1,1,0,13,0,2012,2012
"680","Colton Gillies",198,14,24,38,1.8,172,7.7,2009,2013
"681","Colton Orr",658,39,54,95,3.1,529,6.39090909090909,2004,2015
"682","Colton Parayko",322,29,102,131,28.3,741,4.025,2016,2019
"683","Colton Sceviour",469,62,89,151,13.7,850,7.775,2011,2019
"684","Colton Sissons",308,50,60,109,10.4,393,14.08,2014,2019
"685","Colton White",65,3,14,18,3.5,100,3,2019,2019
"686","Connor Brickley",150,25,42,67,6,266,8.16666666666667,2016,2019
"687","Connor Brown",323,63,69,132,12.6,501,12.25,2016,2019
"688","Connor Carrick",259,14,46,60,10.3,305,4.48,2014,2019
"689","Connor Clifton",34,6,3,9,1.5,36,16.7,2019,2019
"690","Connor James",209,61,59,120,14.2,445,14.0333333333333,2006,2009
"691","Connor Jones",78,20,27,47,4.8,190,10.5,2017,2017
"692","Connor McDavid",287,128,244,372,44.7,870,14.825,2016,2019
"693","Connor Murphy",386,20,56,76,15,477,4.18333333333333,2014,2019
"694","Conor Allen",117,6,34,41,7.4,172,2.2,2014,2015
"695","Conor Garland",47,13,5,18,2.5,118,11,2019,2019
"696","Conor Sheary",262,62,65,127,13.9,494,12.7,2016,2019
"697","Cooper Marody",54,4,10,14,0.1,83,5,2019,2019
"698","Corban Knight",205,18,36,54,3.2,303,5.875,2014,2019
"699","Corey Elkins",80,11,14,25,1.8,125,8.3,2010,2010
"700","Corey Locke",232,41,41,83,6.8,380,10.6,2008,2011
"701","Corey Perry",988,372,404,776,97.7,2870,12.6857142857143,2006,2019
"702","Corey Potter",532,31,132,162,32.1,745,4.2,2009,2016
"703","Corey Spring",33,2,0,2,-0.5,20,8.2,1999,1999
"704","Corey Tropp",220,40,48,87,9.3,300,8.8,2012,2017
"705","Cory Conacher",380,75,78,153,15.1,594,12.8166666666667,2013,2019
"706","Cory Cross",458,25,74,99,21.9,440,6.45,1999,2006
"707","Cory Emmerton",271,50,74,123,13.8,477,10.325,2011,2014
